Equipment Category,Measure ID,Site ID,Single and Multifamily Occupant (SMO) Telephone or Web Survey ID,Climate Zone,Region,County,Single Family or Multifamily,Construction Type,Year Building Built,Survey Weight,Appliance Category,Type/Style of Appliance,Other Large Appliances,Number of appliance units,Location of Appliance Unit,Appliance Manufacture Year,Age of Unit Known or Estimated,Appliance Unit Manufacturer,Appliance Model Number,Appliance Fuel,Appliance Wattage,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency Rating (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier Usage,Washing Machine Temperature,Loads Per Week,Heated Pool /Hot Tub,Pool/Hot Tub Above Ground or In Ground,Pool/Hot Tub High Efficiency Pump,Pool/Hot Tub Pump Horsepower,Pool/Hot Tub Pump Speeds,Size of Refrigerator or Freezer (cu ft),Refrigerator With Indoor Water Dispenser,Television Screen Size (inches),Type of conditioned air being distributed by the duct system,Air duct leakage to the outside ,Total air duct interior and exterior leakage,Does the new construction home contain an air duct system?,Pressurization or Depressurization,Type of Building Served by DHW,DHW Type,DHW Fuel Type,No. of Water Heaters,DHW Manufacture Year,DHW Age,DHW Age Known or Estimated,DHW Unit Manufacturer,DHW Model Number,Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting,DHW Venting,DHW Unit Heat Recovery,Efficiency Rating of DHW Heat Recovery,Presence of orphan natural draft DHW,Storage Volume of the Unit (Gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),Unit in Conditioned or Unconditioned Part of House,HVAC System Type,HVAC Fuel type,DHW Solar System presence,Type of Solar DHW System,Type of Solar Technology used for DHW,Solar DHW System Capacity (Gallons),Source for Solar DHW Capacity,Solar DHW System in Working Order?,Surface Type,Construction Material of Building Envelope,Depth Below Grade,Ceiling Type,Attic Access Insulation Level,Attic Access (sq. ft.),Attic Access Weather Stripping,Percent of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation?,Window or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size,Overall Window Condition,U Factor,Window Frame Type,Window Glazing,Gas Filled Window,Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Set Point Temperature for Cooling Season,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature for Heating Season,Status of Thermostat at Time of Inspection,Are HVAC Controlled Thermostats Programmable?,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,HVAC Cooling Manufacture Year,HVAC Cooling Age Known/Estimated,HVAC Cooling Manufacturer,HVAC Cooling Model Number,HVAC Cooling Capacity,Number of AC Units,Rated Efficiency of HVAC Cooling System,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Visual Condition of Cooling System,HVAC Cooling Filter Slot Cover,Condition of Furnace Air Filter,Location of Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is HVAC Heating Primary or Secondary Source?,HVAC Heating System Type,HVAC Heating Year Manufactured,HVAC Heating Year Known or Estimated,HVAC Heating Manufacturer,HVAC Heating Model Number,HVAC Heating Capacity,HVAC Heating Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Visual Condition of Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Electronically Commutated Motor Present,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,Heating Ventilation Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Plug Loads,Description of Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Air Duct Testing,3E913E0E-DCE6-4D25-91F7-B82399DB5F43,A24F679E-4C2E-4C21-A646-C93CB16F3D57,NC55704,Climate Zone 6,North Country,Jefferson,SF,Existing,1850,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1229A47F-6436-486F-B106-F2707725E8FE,A4595962-45EF-4B25-B7BC-8F4D29C9A0FB,NC48724,Climate Zone 6,North Country,Clinton,SF,Existing,2006,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,420A7D53-8793-4101-BA82-668A6AB70CFD,A483E8B6-D293-4D03-8790-E816343CF34F,FL42361,Climate Zone 6,Finger Lakes,Wyoming,SF,Existing,1976,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9FA55572-060F-4B51-B8B4-0F5F0F531545,A5DA1A56-BE08-4D59-B8CA-378BDDD96AB7,ST20687,Climate Zone 6,Southern Tier,Broome,SF,Existing,1985,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CCFE8BCC-3E38-4B70-9ED3-51227AADDE5E,A7073F7B-70C4-428A-A78C-C471E929FEFB,ST19909,Climate Zone 6,Southern Tier,Chenango,SF,Existing,1960,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,D7222EE0-4B3E-42B7-ACD9-836C4814EBF0,A821A033-7A67-42F4-B026-0A19938B6E1C,NC44185,Climate Zone 6,North Country,St. Lawrence,SF,Existing,1975,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,8CB00021-5443-4C82-B866-AA72B2E09C71,A86390F1-0A18-4671-B0A2-97508A0C29BA,MV48415,Climate Zone 6,Mohawk Valley,Montgomery,SF,Existing,1911,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,069FA357-74A6-4142-988A-7DB592F6D362,AA884CA9-4529-4C5A-95E2-DC61E21B6CB0,NC12598,Climate Zone 6,North Country,Lewis,SF,Existing,2003,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,970832F5-D333-40D3-9686-2558CD079A18,AAE1BE0A-4679-40F3-87FE-78F46FBC172D,MH34009,Climate Zone 6,Mid-Hudson,Sullivan,SF,Existing,1980,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,F4962489-145E-4DAD-8051-A57AE1333EC8,AF5F0AA9-9945-4B58-88C5-25C3F584161B,ST33540,Climate Zone 6,Southern Tier,Delaware,SF,Existing,1974,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,33A02D91-EDAB-4925-AFC6-D9911D114F92,AF9767A0-0E11-40DA-9B94-2A299936DEC3,MH10351,Climate Zone 6,Mid-Hudson,Ulster,SF,Existing,1984,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,52700A05-EE6D-47AA-8C1E-C21AB2AB1B64,B05EF784-DC94-40B2-95AC-4EFA02A7B075,NC54381,Climate Zone 6,North Country,Essex,SF,Existing,1874,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E78EED76-C7EC-4053-BB12-948467DC4ECE,B459EDA9-D574-49F4-935D-B2D156E96D6E,WN24764,Climate Zone 6,Western New York,Erie,SF,Existing,1999,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,90859371-53A2-444B-B099-E5BC54CBDF75,B77841A8-6CAD-45CA-911D-C291D0A261BD,MV10486,Climate Zone 6,Mohawk Valley,Montgomery,SF,Existing,1900,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,13C2A641-B6F1-491F-B2AD-98308C51D0DB,BA1DF371-9F0C-4CDA-88FF-A0537D38DE32,MV53072,Climate Zone 6,Mohawk Valley,SCHOHARIE,SF,Existing,1800,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,03E677A1-1C77-4099-B9DC-988DF7F3CEB1,BE393D94-8972-4949-B7E3-06051ACA6EBB,MV43649,Climate Zone 6,Mohawk Valley,Otsego,SF,Existing,1997,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,471F4765-2DD2-4588-B0CA-A2FA28B9C1BA,BECDE09B-0FB8-4DDA-A03E-EDE62C2E6A7F,NC53578,Climate Zone 6,North Country,St. Lawrence,SF,Existing,1900,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,0863322A-53E3-4C3F-A07E-707F77AE8B84,BF5AE899-75E3-4639-8373-284E2774E8B8,NC10936,Climate Zone 6,North Country,St. Lawrence,SF,Existing,1955,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,747196DF-A7CB-4A1E-9CCE-2BF286CCBB53,BFE070F0-E2C6-4A07-90B9-86A77914BE90,MH14512,Climate Zone 6,Mid-Hudson,Ulster,SF,Existing,1972,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1D94515F-F869-450A-AA5D-7FEAE7F88D82,C0C29692-9D87-48FE-810F-72BAB84AC420,MV44719,Climate Zone 6,Mohawk Valley,Oneida,SF,Existing,1959,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,7D6DBA53-6CFE-4659-92A5-A33626DB9976,C674AF2C-8631-4D64-8EFC-9BBA82143A19,NC19267,Climate Zone 6,North Country,Clinton,SF,Existing,1955,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,55967883-419A-4276-BD64-759CBCA2DECF,C7C4708D-3A43-429A-B96C-70A1468CD9C2,NC52150,Climate Zone 6,North Country,Jefferson,SF,Existing,1997,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,DB3E20E4-2D35-4742-BA5C-0DEB77216787,C96AA84B-FE24-4025-8038-E83034F8C329,MH19056,Climate Zone 6,Mid-Hudson,Ulster,SF,Existing,1982,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,10D24B97-52D3-4C82-AFB4-C7240968E5BA,CAD85E0A-E76D-424F-9A73-F0D6D2AAA0CE,MV26794,Climate Zone 6,Mohawk Valley,Fulton,SF,Existing,1920,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,421F022C-7CC2-48FB-8184-4E2F8B433331,CB2613E6-AB7F-47CC-A73D-ED0C8FB86D04,NC21452,Climate Zone 6,North Country,Clinton,SF,Existing,1972,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,3748DA08-504E-409C-A1FB-65817CCF5A65,CBC7B351-8C8B-41EE-95F5-559DD420063D,MV12528,Climate Zone 6,Mohawk Valley,Fulton,SF,Existing,1969,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,FC14BB70-8E55-40BA-9710-2E9F5E63A270,D08EACF7-711B-304E-9057-AAD9E25FCD02,ST44861,Climate Zone 6,Southern Tier,Tompkins,SF,Existing,1895,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,0DD8E0D2-19F1-46F4-AEE2-9B4282BF84D3,D1043905-B90E-4BCD-8EFF-D676438F2C3A,NC11422,Climate Zone 6,North Country,Jefferson,SF,Existing,2011,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,6F6D87C6-D14A-40D1-9811-D42C782585BE,D79C09E4-3D4F-49F3-BE34-874E425561CC,NC32584,Climate Zone 6,North Country,Jefferson,SF,Existing,1908,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,104029CC-4973-451D-89C7-2B006613E1F5,D89527F3-F613-451B-98D1-2E790E88C13F,ST36577,Climate Zone 6,Southern Tier,Broome,SF,Existing,1982,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,F63E93C8-8C68-4BA6-834F-A86EEF63FE2D,D916ECEB-E504-42BF-A5E4-C3AB614053DF,NC16423,Climate Zone 6,North Country,Lewis,SF,Existing,1800,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,880BC78C-BAB8-4F46-AC36-28AE4E05A8EF,D9F15034-F681-4F63-8AC5-B4DC8A05CE6A,NC37551,Climate Zone 6,North Country,Jefferson,SF,Existing,1992,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E36D6EB5-69B4-41B6-BF2C-CEEB22293365,DAF77B24-F376-406A-B094-A5A82621144D,MV24896,Climate Zone 6,Mohawk Valley,Fulton,SF,Existing,1968,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A4A99B24-F3BB-4560-B8A6-D2194CB869CC,DB6D9B36-045F-4C76-B17D-3085E51B7E91,NC15515,Climate Zone 6,North Country,St. Lawrence,SF,Existing,2005,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,BF72D0E8-95EE-494A-B8DC-60449015BC15,E70957FB-95C8-4235-A65D-23155675754E,NC50650,Climate Zone 6,North Country,St. Lawrence,SF,Existing,1900,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C50E30A6-10A9-4B14-8F0A-6FE5F772569B,EB9D8AAE-A410-427C-85FF-68BB711BA1C5,NC35533,Climate Zone 6,North Country,Essex,SF,Existing,2004,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,DC1E3F6E-BBB9-4CBF-AC59-0E976950CA10,ECF304FD-237E-4E6E-99DB-282A6C3766CF,NC25537,Climate Zone 6,North Country,Lewis,SF,Existing,1922,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
