Equipment Category,Measure ID,Site ID,Single and Multifamily Occupant (SMO) Telephone or Web Survey ID,Climate Zone,Region,County,Single Family or Multifamily,Construction Type,Year Building Built,Survey Weight,Appliance Category,Type/Style of Appliance,Other Large Appliances,Number of appliance units,Location of Appliance Unit,Appliance Manufacture Year,Age of Unit Known or Estimated,Appliance Unit Manufacturer,Appliance Model Number,Appliance Fuel,Appliance Wattage,Appliance Energy Star Certified?,Computer Monitor Type,Dishwasher Efficiency Rating (Energy Factor),Dishwasher Usage Pattern (cycles/week),Fan Usage,Humidifier Usage,Washing Machine Temperature,Loads Per Week,Heated Pool /Hot Tub,Pool/Hot Tub Above Ground or In Ground,Pool/Hot Tub High Efficiency Pump,Pool/Hot Tub Pump Horsepower,Pool/Hot Tub Pump Speeds,Size of Refrigerator or Freezer (cu ft),Refrigerator With Indoor Water Dispenser,Television Screen Size (inches),Type of conditioned air being distributed by the duct system,Air duct leakage to the outside ,Total air duct interior and exterior leakage,Does the new construction home contain an air duct system?,Pressurization or Depressurization,Type of Building Served by DHW,DHW Type,DHW Fuel Type,No. of Water Heaters,DHW Manufacture Year,DHW Age,DHW Age Known or Estimated,DHW Unit Manufacturer,DHW Model Number,Unit Energy Factor,DHW Efficiency Data Source,Water Temperature Setting,DHW Venting,DHW Unit Heat Recovery,Efficiency Rating of DHW Heat Recovery,Presence of orphan natural draft DHW,Storage Volume of the Unit (Gallons),Thickness of DHW pipe insulation (inches),DHW Insulation Thickness (inches),Unit in Conditioned or Unconditioned Part of House,HVAC System Type,HVAC Fuel type,DHW Solar System presence,Type of Solar DHW System,Type of Solar Technology used for DHW,Solar DHW System Capacity (Gallons),Source for Solar DHW Capacity,Solar DHW System in Working Order?,Surface Type,Construction Material of Building Envelope,Depth Below Grade,Ceiling Type,Attic Access Insulation Level,Attic Access (sq. ft.),Attic Access Weather Stripping,Percent of total exterior and interior surfaces that are insulated,Exterior or continuous insulation type,Data source for the on-site inspector determining exterior or continuous insulation characteristics,Exterior or continuous insulation quality (grade I-III),Exterior or continuous insulation thickness (inches),Interior or cavity insulation type,Data source for the on-site inspector determining interior or cavity insulation characteristics,Interior or cavity insulation quality (grade I-III),Interior or cavity insulation thickness (inches),Does the home have perimeter insulation?,Window or Door,Number of Doors,Door Material,Door Weather Stripping,Number of Windows,Window Size,Overall Window Condition,U Factor,Window Frame Type,Window Glazing,Gas Filled Window,Bay Windows,Storm Windows,Window Treatments,HVAC Controls Thermostat Type,HVAC Systems Served,Cooling Setback Hours,Cooling Setback Temperature,Set Point Temperature for Cooling Season,Heating Setback Hours,Heating Setback Temperature,Set Point Temperature for Heating Season,Status of Thermostat at Time of Inspection,Are HVAC Controlled Thermostats Programmable?,What Unit Does the HVAC Cooling System Serve?,What Percentage of Conditioned Space Does the HVAC Cooling Unit Serve?,Is HVAC Cooling Primary or Secondary Source?,HVAC Cooling System Type,HVAC Cooling Manufacture Year,HVAC Cooling Age Known/Estimated,HVAC Cooling Manufacturer,HVAC Cooling Model Number,HVAC Cooling Capacity,Number of AC Units,Rated Efficiency of HVAC Cooling System,HVAC Cooling Efficiency Type,HVAC Cooling Efficiency Data Source,Is HVAC Cooling Energy Star?,Visual Condition of Cooling System,HVAC Cooling Filter Slot Cover,Condition of Furnace Air Filter,Location of Cooling System,When was HVAC Cooling System Last Serviced?,What Unit Does the HVAC Heating System Serve?,What Percentage of Conditioned Space Does the HVAC Heating Unit Serve?,Is HVAC Heating Primary or Secondary Source?,HVAC Heating System Type,HVAC Heating Year Manufactured,HVAC Heating Year Known or Estimated,HVAC Heating Manufacturer,HVAC Heating Model Number,HVAC Heating Capacity,HVAC Heating Fuel Type,Number of HVAC Heating Systems,Rated Efficiency of Heating System,HVAC Heating Efficiency Type,HVAC Heating Efficiency Data Source,Is HVAC Heating Energy Star?,Visual Condition of Heating System,Is There An HVAC Heating Filter Slot Cover?,Condition of HVAC Heating Furnace Air Filter,Electronically Commutated Motor Present,Location of HVAC Heating,Does the HVAC Heating System Have an Outdoor Reset?,Does the HVAC Heating System have Thermostatic Radiator valves?,Heating Ventilation Type,When was HVAC Heating System Last Serviced?,HVAC Ventilation Type,HVAC Ventilation Space Served,Number of HVAC Ventilation Operating Hours Per Day,HVAC Ventilation System Configuration,Number of Lighting Controls,Type of Lighting Controls,Number of Efficient Light Bulbs,Number of Halogen Light Bulbs,Number of Incandescent Light Bulbs,Number of Other Light Bulbs,Type of Other Light Bulbs,Number of T12 Light Bulbs,Location of Lighting Unit,Number of Plug Loads,Description of Plug Loads,Number of Cable Boxes Plugged into Smart Strips or Outlets ,Number of DVD Players Plugged into Smart Strips or Outlets,Number of Fax Machines Plugged into Smart Strips or Outlets,Number of Gaming Consoles Plugged into Smart Strips or Outlets,Number of Home Theater Systems Plugged into Smart Strips or Outlets,Number of Printers and Copiers Plugged into Smart Strips or Outlets,Number of Space Heaters Plugged into Smart Strips or Outlets,Number of Stereo Systems Plugged into Smart Strips or Outlets,Number of VCR's Plugged into Smart Strips or Outlets,"Number of Tier 1 Plug Loads, Smart Strips and Outlets","Number of Tier 2 Plug Loads, Smart Strips and Outlets"
Air Duct Testing,B25BD878-1865-4546-8E8C-2DF2A3F58690,F4658D79-BE13-434A-B971-0060D95FD27A,NC10259,Climate Zone 6,North Country,Franklin,SF,Existing,1901,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,FB40880F-6351-4C75-B326-429D0B8F0E7A,F59B4541-8774-4F74-AE96-6C1E67FFF559,ST16977,Climate Zone 6,Southern Tier,Chenango,SF,Existing,1987,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,1A98A669-72E4-4590-BCEE-A9B26164525C,F756D3BF-8370-463E-9445-E2FCACE92E22,ST17276,Climate Zone 6,Southern Tier,Delaware,SF,Existing,1893,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,C796704A-470E-49D3-9075-9BBFE30E5539,F9138F6B-291C-4315-96AF-9A07B8C07F9E,MV43044,Climate Zone 6,Mohawk Valley,Otsego,SF,Existing,1920,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,73CE24F8-9EF8-4D94-ADF7-D4C279627C89,F952544C-0E5C-4C0E-97DE-0E06EF193A36,NC19900,Climate Zone 6,North Country,Franklin,SF,Existing,1885,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,AB80BCE7-DE21-46E6-8B4D-5721B390DC97,FC2F7A75-7CA7-4C13-95AF-78D3E441D9BF,CN60116,Climate Zone 6,Central New York,Madison,SF,Existing,2012,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A9349B58-71D6-4EEF-B7C4-A601A0420AB8,FE975FD5-D8C3-42CF-B985-B1D112ACB53A,MV28013,Climate Zone 6,Mohawk Valley,Oneida,SF,Existing,1850,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,870A49E6-1F91-49AB-834D-CBB53603D445,FF7ADFA4-3294-48A8-9401-13F09F22D457,MV12919,Climate Zone 6,Mohawk Valley,Montgomery,SF,Existing,1800,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,57C0DCB9-CD7B-4B93-8617-53829EE2386A,FFE877B3-B87D-4AB2-8B96-9B65BF74D517,NC50785,Climate Zone 6,North Country,St. Lawrence,SF,Existing,1960,4231.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B42F013C-EC17-4D28-959A-3F167E16866C,0441FAC4-0B39-47C8-AA79-CDCCBE61F1BD,FL18134,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1968,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,07A9BC15-CE14-4C31-9C55-B5BD776CB46A,049464EE-43AE-4A00-BD2F-58F656B94F73,FL34840,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1972,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,79D98410-B8E6-44EF-B77E-8B6B06619107,053ACFD3-6EAB-4734-A44C-5FDB86AFD335,FL22767,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1954,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,A8B846AB-0404-4530-988C-B52BBC16092A,05E0E64B-A8F3-49E9-93EE-F1923E320065,CD28184,Climate Zone 5,Capital District,Albany,SF,Existing,1940,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,7DD47A68-3408-4CB9-AF8C-A9FE5E8CF859,06E622C5-BB3E-4B13-AC43-6BCED8CBFB38,FL40004,Climate Zone 5,Finger Lakes,Ontario,SF,Existing,1830,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,8E76E193-E884-4D5D-82FC-12ED9B3A668D,0BD2CCDB-8AAC-404B-99EB-8C67CD82B7A5,CD32730,Climate Zone 5,Capital District,Washington,SF,Existing,1988,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Accessible,Not Accessible,Not Accessible,Not Applicable,Not Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,9CE884BF-8644-4FAE-A212-2533ADF96255,0E2E8287-9212-4C35-BAEA-E7D570E638D4,CD50183,Climate Zone 5,Capital District,Saratoga,SF,Existing,1985,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,683572A4-6DF5-4D1F-B0DA-F95460DAD9A8,0E7D4DED-128B-468E-81F6-5AFC118E5B33,CN12925,Climate Zone 5,Central New York,Onondaga,SF,Existing,1941,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,28180E7F-AB8F-4B56-8EA8-4840001132EC,10B4C593-F2FB-4024-AF83-8DE069183ACD,WN50883,Climate Zone 5,Western New York,Niagara,SF,Existing,1959,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E3379CB3-EB4F-4403-A979-404B930BB697,1136CA79-B88D-4BDF-AAB3-692B90227FB0,MH33081,Climate Zone 5,Mid-Hudson,Rockland,SF,Existing,1969,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,53E532CF-F798-4350-922F-8DEC9853D984,13826832-1FA2-4C09-AB3B-FD0C6CC44AC5,MH44598,Climate Zone 5,Mid-Hudson,Putnam,SF,Existing,1918,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,6A9FF9EC-1DCE-47E9-919E-7157BC80FF1F,1653E9E1-4F6F-4910-A017-881100826973,WN48101,Climate Zone 5,Western New York,Erie,SF,Existing,1960,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,684AC3FA-6BD4-44F8-AC30-6D39AE474052,16F8F170-5D7F-4CA6-93E3-77E524087D1E,CD14756,Climate Zone 5,Capital District,Greene,SF,Existing,1991,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,59F61A43-82AF-49D7-879B-060C9B9E94E3,18415423-C3BC-4D61-87EA-5E544838391D,MH54199,Climate Zone 5,Mid-Hudson,Dutchess,SF,Existing,1940,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,B92721FB-0D29-4E64-A4AE-6CD4BFB39F2A,19C1733A-3901-4151-B32C-8C1A7564A971,WN16534,Climate Zone 5,Western New York,Erie,SF,Existing,1954,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,38CDF392-D5C6-4C2B-A2CF-FE0437DDB7A1,1DCEF879-F640-46C2-914E-F870C9F54893,CN10895,Climate Zone 5,Central New York,Oswego,SF,Existing,1977,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CE072079-EB94-46B9-9B74-CE016A3E5F80,1E12CEE7-CB68-4CED-A60B-F23411350215,FL22620,Climate Zone 5,Finger Lakes,Wayne,SF,Existing,1904,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,46941724-5770-4FA6-9159-F066AF63A199,1E4041A3-8A2C-4D2B-83A9-4E16EF6F05BD,FL49218,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1964,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,219723FF-6E7C-4895-9FC7-E2626167D603,1F4D876E-BCDF-449F-8736-70683DFDC71B,CN29815,Climate Zone 5,Central New York,Oswego,SF,Existing,1920,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CE21374E-2936-4F43-BBA0-ED10A435C764,2109F214-8E66-4D31-8462-0E2DA12BF17B,FL55069,Climate Zone 5,Finger Lakes,Ontario,SF,Existing,1987,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,34236759-90AD-4CBF-A13B-18C1260E6F7F,22F4743E-C537-48D4-A98E-54769A3BBA27,MH26454,Climate Zone 5,Mid-Hudson,Putnam,SF,Existing,1987,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,879C8963-70AC-413E-BB9F-622A978AD71F,23EA58C2-9B79-49A3-AEBB-B24B94E7EEA8,FL27814,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1956,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,E0E99ECA-4377-4218-9023-544158B18BEE,27A351BD-5F29-4C22-ADE4-E19338566A4A,CD28605,Climate Zone 5,Capital District,Saratoga,SF,Existing,1969,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,CC87600C-A2E4-4F51-963E-BC1C45CC363F,2DA6620F-71EE-4C72-A647-1330B14151B1,FL19860,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1956,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Asked,Not Asked,Not Asked,Not Applicable,Not Asked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,5E87C5BB-12F3-45FB-9C85-6A5953799A4D,2F7E6775-A894-4CF3-846D-B6F292AC8A53,FL39121,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1926,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,F048A0AD-47E9-4622-A259-F592C7F3B822,305F826C-E0C9-47A4-BCA4-26D3FE1685C6,FL23318,Climate Zone 5,Finger Lakes,Monroe,SF,Existing,1927,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,99611B3C-BBCE-4BFC-AB24-3E410963D6C8,3088E4B8-2376-4200-8978-087FC4699EC5,FL26680,Climate Zone 5,Finger Lakes,Seneca,SF,Existing,1850,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Duct Testing,18FE97C7-4FB8-4B0F-BCA3-24EE43411591,30C0B485-DE22-0340-99D5-4B86E340207C,CN29628,Climate Zone 5,Central New York,Onondaga,SF,Existing,1953,8404.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
