"","Site","Meter","Unit","Date","Time","Value"
"319","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"00:30",165.8
"320","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"00:30",174.58
"321","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"00:30",165.8
"322","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"00:30",184.594
"323","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"00:30",183.36
"324","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"00:30",197.356
"325","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"00:30",183.36
"326","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"00:30",183.36
"327","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"00:30",165.8
"328","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"00:30",165.8
"329","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"00:30",157.02
"330","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"00:30",183.36
"331","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"00:30",174.58
"332","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"00:30",159.8
"333","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"00:30",180.58
"334","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"00:30",171.8
"335","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"00:30",159.8
"336","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"00:30",174.58
"337","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"01:00",84
"338","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"01:00",84
"339","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"01:00",90
"340","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"01:00",78
"341","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"01:00",78
"342","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"01:00",78
"343","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"01:00",84
"344","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"01:00",78
"345","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"01:00",78
"346","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"01:00",84
"347","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"01:00",84
"348","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"01:00",90
"349","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"01:00",84
"350","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"01:00",90
"351","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"01:00",84
"352","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"01:00",84
"353","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"01:00",84
"354","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"01:00",90
"355","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"01:00",84
"356","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"01:00",78
"357","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"01:00",72
"358","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"01:00",90
"359","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"01:00",78
"360","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"01:00",84
"361","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"01:00",72
"362","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"01:00",84
"363","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"01:00",78
"364","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"01:00",78
"365","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"01:00",0
"366","Abercrombie House","Total Natural Gas AH","kWh",2011-02-02,"01:00",0
"367","Abercrombie House","Total Natural Gas AH","kWh",2011-02-03,"01:00",41.699
"368","Abercrombie House","Total Natural Gas AH","kWh",2011-02-04,"01:00",0
"369","Abercrombie House","Total Natural Gas AH","kWh",2011-02-05,"01:00",0
"370","Abercrombie House","Total Natural Gas AH","kWh",2011-02-06,"01:00",0
"371","Abercrombie House","Total Natural Gas AH","kWh",2011-02-07,"01:00",0
"372","Abercrombie House","Total Natural Gas AH","kWh",2011-02-08,"01:00",49.588
"373","Abercrombie House","Total Natural Gas AH","kWh",2011-02-09,"01:00",0
"374","Abercrombie House","Total Natural Gas AH","kWh",2011-02-10,"01:00",0
"375","Abercrombie House","Total Natural Gas AH","kWh",2011-02-11,"01:00",0
"376","Abercrombie House","Total Natural Gas AH","kWh",2011-02-12,"01:00",0
"377","Abercrombie House","Total Natural Gas AH","kWh",2011-02-13,"01:00",0
"378","Abercrombie House","Total Natural Gas AH","kWh",2011-02-14,"01:00",33.81
"379","Abercrombie House","Total Natural Gas AH","kWh",2011-02-15,"01:00",0
"380","Abercrombie House","Total Natural Gas AH","kWh",2011-02-16,"01:00",32.683
"381","Abercrombie House","Total Natural Gas AH","kWh",2011-02-17,"01:00",0
"382","Abercrombie House","Total Natural Gas AH","kWh",2011-02-18,"01:00",0
"383","Abercrombie House","Total Natural Gas AH","kWh",2011-02-19,"01:00",0
"384","Abercrombie House","Total Natural Gas AH","kWh",2011-02-20,"01:00",0
"385","Abercrombie House","Total Natural Gas AH","kWh",2011-02-21,"01:00",43.953
"386","Abercrombie House","Total Natural Gas AH","kWh",2011-02-22,"01:00",0
"387","Abercrombie House","Total Natural Gas AH","kWh",2011-02-23,"01:00",0
"388","Abercrombie House","Total Natural Gas AH","kWh",2011-02-24,"01:00",0
"389","Abercrombie House","Total Natural Gas AH","kWh",2011-02-25,"01:00",0
"390","Abercrombie House","Total Natural Gas AH","kWh",2011-02-26,"01:00",0
"391","Abercrombie House","Total Natural Gas AH","kWh",2011-02-27,"01:00",0
"392","Abercrombie House","Total Natural Gas AH","kWh",2011-02-28,"01:00",0
"393","Abercrombie House","Total Imported Energy AH","kWh",2011-02-01,"01:00",84
"394","Abercrombie House","Total Imported Energy AH","kWh",2011-02-02,"01:00",84
"395","Abercrombie House","Total Imported Energy AH","kWh",2011-02-03,"01:00",131.699
"396","Abercrombie House","Total Imported Energy AH","kWh",2011-02-04,"01:00",78
"397","Abercrombie House","Total Imported Energy AH","kWh",2011-02-05,"01:00",78
"398","Abercrombie House","Total Imported Energy AH","kWh",2011-02-06,"01:00",78
"399","Abercrombie House","Total Imported Energy AH","kWh",2011-02-07,"01:00",84
"400","Abercrombie House","Total Imported Energy AH","kWh",2011-02-08,"01:00",127.588
"401","Abercrombie House","Total Imported Energy AH","kWh",2011-02-09,"01:00",78
"402","Abercrombie House","Total Imported Energy AH","kWh",2011-02-10,"01:00",84
"403","Abercrombie House","Total Imported Energy AH","kWh",2011-02-11,"01:00",84
"404","Abercrombie House","Total Imported Energy AH","kWh",2011-02-12,"01:00",90
"405","Abercrombie House","Total Imported Energy AH","kWh",2011-02-13,"01:00",84
"406","Abercrombie House","Total Imported Energy AH","kWh",2011-02-14,"01:00",123.81
"407","Abercrombie House","Total Imported Energy AH","kWh",2011-02-15,"01:00",84
"408","Abercrombie House","Total Imported Energy AH","kWh",2011-02-16,"01:00",116.683
"409","Abercrombie House","Total Imported Energy AH","kWh",2011-02-17,"01:00",84
"410","Abercrombie House","Total Imported Energy AH","kWh",2011-02-18,"01:00",90
"411","Abercrombie House","Total Imported Energy AH","kWh",2011-02-19,"01:00",84
"412","Abercrombie House","Total Imported Energy AH","kWh",2011-02-20,"01:00",78
"413","Abercrombie House","Total Imported Energy AH","kWh",2011-02-21,"01:00",115.953
"414","Abercrombie House","Total Imported Energy AH","kWh",2011-02-22,"01:00",90
"415","Abercrombie House","Total Imported Energy AH","kWh",2011-02-23,"01:00",78
"416","Abercrombie House","Total Imported Energy AH","kWh",2011-02-24,"01:00",84
"417","Abercrombie House","Total Imported Energy AH","kWh",2011-02-25,"01:00",72
"418","Abercrombie House","Total Imported Energy AH","kWh",2011-02-26,"01:00",84
"419","Abercrombie House","Total Imported Energy AH","kWh",2011-02-27,"01:00",78
"420","Abercrombie House","Total Imported Energy AH","kWh",2011-02-28,"01:00",78
"421","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-01,"01:00",250.82
"422","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-02,"01:00",189.36
"423","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-03,"01:00",195.36
"424","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-04,"01:00",183.36
"425","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-05,"01:00",174.58
"426","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-06,"01:00",165.8
"427","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-07,"01:00",171.8
"428","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-08,"01:00",183.36
"429","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-09,"01:00",183.36
"430","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-10,"01:00",180.58
"431","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-11,"01:00",189.36
"432","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-12,"01:00",177.8
"433","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-13,"01:00",163.02
"434","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-14,"01:00",169.02
"435","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-15,"01:00",171.8
"436","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-16,"01:00",171.8
"437","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-17,"01:00",163.02
"438","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-18,"01:00",186.58
"439","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-19,"01:00",171.8
"440","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-20,"01:00",165.8
"441","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-21,"01:00",159.8
"442","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-22,"01:00",177.8
"443","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-23,"01:00",157.02
"444","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-24,"01:00",180.58
"445","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-25,"01:00",168.58
"446","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-26,"01:00",163.02
"447","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-27,"01:00",165.8
"448","Total DFID UK Energy","Total DFID UK Grid Electricity","kWh",2011-02-28,"01:00",157.02
"449","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-01,"01:00",0
"450","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-02,"01:00",0
"451","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-03,"01:00",41.699
"452","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-04,"01:00",0
"453","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-05,"01:00",0
"454","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-06,"01:00",0
"455","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-07,"01:00",0
"456","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-08,"01:00",49.588
"457","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-09,"01:00",0
"458","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-10,"01:00",0
"459","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-11,"01:00",0
"460","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-12,"01:00",0
"461","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-13,"01:00",0
"462","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-14,"01:00",33.81
"463","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-15,"01:00",0
"464","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-16,"01:00",32.683
"465","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-17,"01:00",0
"466","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-18,"01:00",0
"467","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-19,"01:00",0
"468","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-20,"01:00",0
"469","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-21,"01:00",43.953
"470","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-22,"01:00",0
"471","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-23,"01:00",0
"472","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-24,"01:00",0
"473","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-25,"01:00",0
"474","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-26,"01:00",0
"475","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-27,"01:00",0
"476","Total DFID UK Energy","Total DFID UK Natural Gas","kWh",2011-02-28,"01:00",0
"477","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-01,"01:00",250.82
"478","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-02,"01:00",189.36
"479","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-03,"01:00",237.059
"480","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-04,"01:00",183.36
"481","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-05,"01:00",174.58
"482","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-06,"01:00",165.8
"483","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-07,"01:00",171.8
"484","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-08,"01:00",232.948
"485","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-09,"01:00",183.36
"486","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-10,"01:00",180.58
"487","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-11,"01:00",189.36
"488","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-12,"01:00",177.8
"489","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-13,"01:00",163.02
"490","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-14,"01:00",202.83
"491","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-15,"01:00",171.8
"492","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-16,"01:00",204.483
"493","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-17,"01:00",163.02
"494","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-18,"01:00",186.58
"495","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-19,"01:00",171.8
"496","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-20,"01:00",165.8
"497","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-21,"01:00",203.753
"498","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-22,"01:00",177.8
"499","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-23,"01:00",157.02
"500","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-24,"01:00",180.58
"501","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-25,"01:00",168.58
"502","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-26,"01:00",163.02
"503","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-27,"01:00",165.8
"504","Total DFID UK Energy","Total DFID UK Energy","kWh",2011-02-28,"01:00",157.02
"505","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-01,"01:30",84
"506","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-02,"01:30",90
"507","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-03,"01:30",96
"508","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-04,"01:30",84
"509","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-05,"01:30",90
"510","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-06,"01:30",72
"511","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-07,"01:30",90
"512","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-08,"01:30",78
"513","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-09,"01:30",78
"514","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-10,"01:30",72
"515","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-11,"01:30",78
"516","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-12,"01:30",78
"517","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-13,"01:30",78
"518","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-14,"01:30",78
"519","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-15,"01:30",78
"520","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-16,"01:30",84
"521","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-17,"01:30",78
"522","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-18,"01:30",84
"523","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-19,"01:30",78
"524","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-20,"01:30",78
"525","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-21,"01:30",78
"526","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-22,"01:30",84
"527","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-23,"01:30",84
"528","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-24,"01:30",84
"529","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-25,"01:30",84
"530","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-26,"01:30",78
"531","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-27,"01:30",78
"532","Abercrombie House","Total Grid Electricity AH","kWh",2011-02-28,"01:30",84
"533","Abercrombie House","Total Natural Gas AH","kWh",2011-02-01,"01:30",0
